Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Commercial Building,Office,Large,210.41,N/A,0,N/A,0,N/A,1992,N/A,N/A,"16,105",0,0%,0,N/A,9,0
Commercial Building,Office,Large,84.32,N/A,0,N/A,0,N/A,2005,Platinum,Existing Building for Non-Residential buildings (version 3),"1,37,488",0,0%,0,N/A,2,0
Commercial Building,Hotel,Small,263.54,N/A,0,N/A,0,N/A,2011,Platinum,Existing Building for Non-Residential buildings (version 3),"6,407",0,0%,0,N/A,5,0
Commercial Building,Office,Large,142.08,N/A,0,N/A,0,N/A,2010,Platinum,Existing Building for Non-Residential buildings (version 3),"3,12,724",0,0%,0,N/A,8,0
Commercial Building,Retail,Large,183.8,N/A,0,N/A,0,N/A,1973,N/A,N/A,"23,076",0,0%,0,N/A,0,0
Commercial Building,Hotel,Omit,242.21,N/A,0,N/A,0,N/A,2010,N/A,N/A,"11,938",0,0%,0,N/A,1,0
Commercial Building,Retail,Large,301.03,N/A,0,N/A,0,N/A,1986,N/A,N/A,"40,064",0,0%,0,N/A,16,0
Commercial Building,Hotel,Small,147.89,N/A,0,N/A,0,N/A,1988,N/A,N/A,"7,141",0,0%,0,N/A,2,0
Commercial Building,Mixed Development,Large,344.66,N/A,0,N/A,0,N/A,1985,N/A,N/A,"24,639",0,0%,0,N/A,11,0
Commercial Building,Retail,Small,298.91,N/A,0,N/A,0,N/A,1974,N/A,N/A,"12,977",0,0%,0,N/A,22,0
Commercial Building,Retail,Large,190.04,N/A,0,N/A,0,N/A,1983,N/A,N/A,"16,747",0,0%,0,N/A,1,0
Commercial Building,Office,Large,195.63,N/A,0,N/A,0,N/A,1979,N/A,N/A,"36,800",0,0%,0,N/A,12,0
Commercial Building,Mixed Development,Small,192.13,N/A,0,N/A,0,N/A,1968,N/A,N/A,"6,508",0,0%,0,N/A,4,0
Commercial Building,Office,Small,1056.82,N/A,0,N/A,0,N/A,1995,N/A,N/A,"8,288",0,0%,0,N/A,4,0
Commercial Building,Office,Omit,154.17,N/A,0,N/A,0,N/A,2009,Platinum,Existing Building for Non-Residential buildings (version 3),"3,83,052",0,0%,0,N/A,11,0
Commercial Building,Office,Large,495.97,N/A,0,N/A,0,N/A,2007,Platinum,New Building (version 1),"20,619",0,0%,0,N/A,10,0
Commercial Building,Hotel,Small,305.93,N/A,0,N/A,0,N/A,2011,N/A,N/A,"10,453",0,0%,0,N/A,7,0
Commercial Building,Retail,Small,365.78,N/A,0,N/A,0,N/A,2011,N/A,N/A,"5,096",0,0%,0,N/A,6,0
Commercial Building,Retail,Small,249.76,N/A,0,N/A,0,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4.1),"7,564",0,0%,0,N/A,1,0
Commercial Building,Hotel,Large,79.56,N/A,0,N/A,0,N/A,1972,GoldPlus,Existing Building for Non-Residential buildings (version 3),"21,466",0,0%,0,N/A,1,0
Commercial Building,Office,Large,175.83,N/A,0,N/A,0,N/A,1985,Gold,Existing Building for Non-Residential buildings (version 3),"17,034",0,0%,0,N/A,4,0
Commercial Building,Office,Small,101.58,N/A,0,N/A,0,N/A,1983,N/A,N/A,"5,985",0,0%,0,N/A,6,0
Commercial Building,Office,Large,117.23,N/A,0,N/A,0,N/A,1991,Platinum,Existing Building for Non-Residential buildings (version 3),"21,055",0,0%,0,N/A,4,0
Commercial Building,Office,Large,167.74,N/A,0,N/A,0,N/A,1997,GoldPlus,Existing Building for Non-Residential buildings (version 3),"18,451",0,0%,0,N/A,7,0
Commercial Building,Office,Small,182.81,N/A,0,N/A,0,N/A,1975,N/A,N/A,"7,811",0,0%,0,N/A,20,0
Commercial Building,Hotel,Small,242.77,N/A,0,N/A,0,N/A,2010,N/A,N/A,"11,050",0,0%,0,N/A,6,0
Commercial Building,Hotel,Large,154.19,N/A,0,N/A,0,N/A,1995,Platinum,New Building for Non-Residential buildings (version 4.1),"20,348",0,0%,0,N/A,1,0
Commercial Building,Hotel,Large,273.03,N/A,0,N/A,0,N/A,2008,N/A,N/A,"42,461",0,0%,0,N/A,10,0
Commercial Building,Office,Small,133.9,N/A,0,N/A,0,N/A,2004,Platinum,Existing Building for Non-Residential buildings (version 3),"10,720",0,0%,0,N/A,17,0
Commercial Building,Office,Small,119.99,N/A,0,N/A,0,N/A,1974,N/A,N/A,"8,675",0,0%,0,N/A,20,0
Commercial Building,Hotel,Large,245.6,N/A,0,N/A,0,N/A,1998,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"19,720",0,0%,0,N/A,19,0
Commercial Building,Mixed Development,Small,313.08,N/A,0,N/A,0,N/A,1997,N/A,N/A,"10,938",0,0%,0,N/A,1,0
Commercial Building,Hotel,Omit,224.06,N/A,0,N/A,0,N/A,1993,N/A,N/A,"16,872",0,0%,0,N/A,9,0
Commercial Building,Hotel,Large,219.6,N/A,0,N/A,0,N/A,1977,Gold,Existing Building for Non-Residential buildings (version 2.1),"26,657",0,0%,0,N/A,2,0
Commercial Building,Office,Large,144.85,N/A,0,N/A,0,N/A,2005,N/A,N/A,"58,824",0,0%,0,N/A,15,0
Commercial Building,Office,Small,125.38,N/A,0,N/A,0,N/A,2001,N/A,N/A,"10,700",0,0%,0,N/A,1,0
Commercial Building,Office,Omit,89.09,N/A,0,N/A,0,N/A,1911,Platinum,Existing Building for Non-Residential buildings (version 3),"27,838",0,0%,0,N/A,8,0
Commercial Building,Office,Small,233.38,N/A,0,N/A,0,N/A,1979,N/A,N/A,"2,644",0,0%,0,N/A,6,0
Commercial Building,Office,Small,190.25,N/A,0,N/A,0,N/A,1983,N/A,N/A,"4,736",0,0%,0,N/A,5,0
Commercial Building,Office,Large,301.98,N/A,0,N/A,0,N/A,1953,N/A,N/A,"15,480",0,0%,0,N/A,2,0
Commercial Building,Office,Large,224.29,N/A,0,N/A,0,N/A,1980,N/A,N/A,"47,744",0,0%,0,N/A,9,0
Commercial Building,Office,Large,167.87,N/A,0,N/A,0,N/A,1985,N/A,N/A,"34,736",0,0%,0,N/A,7,0
Commercial Building,Hotel,Small,271.89,N/A,0,N/A,0,N/A,2008,Certified,Existing Building for Non-Residential buildings (version 2.1),"6,086",0,0%,0,N/A,9,0
Commercial Building,Office,Small,137.51,N/A,0,N/A,0,N/A,2009,Gold,Existing Building for Non-Residential buildings (version 3),"11,977",0,0%,0,N/A,10,0
Commercial Building,Office,Small,111.64,N/A,0,N/A,0,N/A,1995,N/A,N/A,"7,433",0,0%,0,N/A,2,0
Commercial Building,Hotel,Large,169.19,N/A,0,N/A,0,N/A,1986,GoldPlus,Existing Building for Non-Residential buildings (version 3),"54,042",0,0%,0,N/A,0,0
Commercial Building,Office,Small,143.56,N/A,0,N/A,0,N/A,1994,N/A,N/A,"12,586",0,0%,0,N/A,1,0
Commercial Building,Office,Large,122,N/A,0,N/A,0,N/A,2002,Gold,Existing Building for Non-Residential buildings (version 3),"47,410",0,0%,0,N/A,5.35,0
Commercial Building,Mixed Development,Large,189.7,N/A,0,N/A,0,N/A,1970,N/A,N/A,"24,377",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,259.91,N/A,0,N/A,0,N/A,1987,Gold,Existing Building for Non-Residential buildings (version 3),"36,325",0,0%,0,N/A,3,0
Commercial Building,Mixed Development,Large,288.81,N/A,0,N/A,0,N/A,1998,GoldPlus,Existing Building for Non-Residential buildings (version 3),"52,095",0,0%,0,N/A,4,0
Commercial Building,Hotel,Large,209.34,N/A,0,N/A,0,N/A,2007,Platinum,Existing Building for Non-Residential buildings (version 3),"15,020",0,0%,0,N/A,1,0
Commercial Building,Hotel,Small,246.83,N/A,0,N/A,0,N/A,2012,GoldPlus,Existing Building for Non-Residential buildings (version 3),"8,922",0,0%,0,N/A,4,0
Commercial Building,Retail,Large,126.64,N/A,0,N/A,0,N/A,1990,N/A,N/A,"79,471",0,0%,0,N/A,19,0
Commercial Building,Hotel,Large,194.83,N/A,0,N/A,0,N/A,1984,Platinum,Existing Building for Non-Residential buildings (version 3),"25,857",0,0%,0,N/A,10,0
Commercial Building,Hotel,Large,159.59,N/A,0,N/A,0,N/A,1970,Gold,Existing Building for Non-Residential buildings (version 3),"84,230",0,0%,0,N/A,14,0
Commercial Building,Office,Large,197.31,N/A,0,N/A,0,N/A,1998,N/A,N/A,"41,363",0,0%,0,N/A,21,0
Commercial Building,Office,Large,176.38,N/A,0,N/A,0,N/A,2005,GoldPlus,Existing Building for Non-Residential buildings (version 3),"27,562",0,0%,0,N/A,3,0
Commercial Building,Retail,Large,403.39,N/A,0,N/A,0,N/A,2011,Gold,Existing Building for Non-Residential buildings (version 2.1),"87,361",0,0%,0,N/A,8,0
Commercial Building,Office,Small,146.64,N/A,0,N/A,0,N/A,1996,Platinum,Existing Building for Non-Residential buildings (version 3),"6,832",0,0%,0,N/A,1,0
Commercial Building,Hotel,Small,441.85,N/A,0,N/A,0,N/A,2017,GoldPlus,New Building for Non-Residential buildings (version 4.1),"8,657",0,0%,0,N/A,3,0
Commercial Building,Hotel,Small,228.91,N/A,0,N/A,0,N/A,2014,Platinum,New Building for Non-Residential buildings (version 4),"11,783",0,0%,0,N/A,6,0
Commercial Building,Office,Small,256.62,N/A,0,N/A,0,N/A,1997,N/A,N/A,"11,291",0,0%,0,N/A,1,0
Commercial Building,Retail,Small,430.47,N/A,0,N/A,0,N/A,2011,N/A,N/A,"12,161",0,0%,0,N/A,8,0
Commercial Building,Office,Large,106.92,N/A,0,N/A,0,N/A,1984,Platinum,Existing Building for Non-Residential buildings (version 3),"20,180",0,0%,0,N/A,8,0
Commercial Building,Hotel,Large,264.74,N/A,0,N/A,0,N/A,1972,Gold,Existing Building for Non-Residential buildings (version 3),"79,709",0,0%,0,N/A,20,0
Commercial Building,Office,Large,172.67,N/A,0,N/A,0,N/A,1979,Gold,Existing Building for Non-Residential buildings (version 2.1),"75,079",0,0%,0,N/A,9,0
Commercial Building,Office,Small,361.59,N/A,0,N/A,0,N/A,1986,Gold,Existing Building for Non-Residential buildings (version 2.1),"11,047",0,0%,0,N/A,9,0
Commercial Building,Office,Large,146.57,N/A,0,N/A,0,N/A,1996,Gold,Existing Building for Non-Residential buildings (version 2.1),"22,518",0,0%,0,N/A,9,0
Commercial Building,Retail,Small,433.63,N/A,0,N/A,0,N/A,1992,N/A,N/A,"5,574",0,0%,0,N/A,20,0
Commercial Building,Office,Small,148.66,N/A,0,N/A,0,N/A,2014,Platinum,New Building for Non-Residential buildings (version 4),"12,767",0,0%,0,N/A,10,0
Commercial Building,Office,Large,297.46,N/A,0,N/A,0,N/A,2014,GoldPlus,New Building for Non-Residential buildings (version 4),"20,484",0,0%,0,N/A,8,0
Commercial Building,Office,Large,256.61,N/A,0,N/A,0,N/A,2013,Platinum,Existing Building for Non-Residential buildings (version 3),"22,495",0,0%,0,N/A,11.5,0
Commercial Building,Office,Large,128.24,N/A,0,N/A,0,N/A,1992,GoldPlus,Existing Building for Non-Residential buildings (version 3),"26,866",0,0%,0,N/A,1,0
Commercial Building,Retail,Large,111.51,N/A,0,N/A,0,N/A,2014,N/A,N/A,"16,971",0,0%,0,N/A,6,0
Commercial Building,Office,Large,172,N/A,0,N/A,0,N/A,2013,Platinum,New Building for Non-Residential buildings (version 3),"1,00,096",0,0%,0,N/A,6,0
Commercial Building,Office,Large,89.71,N/A,0,N/A,0,N/A,2014,Gold,New Building for Non-Residential buildings (version 4),"18,365",0,0%,0,N/A,5,0
Commercial Building,Office,Large,165.19,N/A,0,N/A,0,N/A,2009,Platinum,Existing Building for Non-Residential buildings (version 3),"27,076",0,0%,0,N/A,10,0
Commercial Building,Hotel,Small,255.67,N/A,0,N/A,0,N/A,2018,N/A,N/A,"2,122",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,471.41,N/A,0,N/A,0,N/A,1996,Gold,Existing Building for Non-Residential buildings (version 2.1),"31,011",0,0%,0,N/A,1,0
Commercial Building,Office,Small,805.56,N/A,0,N/A,0,N/A,2003,Gold,New Building for Non-Residential buildings (version 4),"10,960",0,0%,0,N/A,6,0
Commercial Building,Office,Small,1221.88,N/A,0,N/A,0,N/A,1997,N/A,N/A,"11,816",0,0%,0,N/A,23,0
Commercial Building,Hotel,Large,212.79,N/A,0,N/A,0,N/A,1987,N/A,N/A,"59,329",0,0%,0,N/A,15,0
Commercial Building,Hotel,Large,306.32,N/A,0,N/A,0,N/A,2012,N/A,N/A,"16,026",0,0%,0,N/A,6,0
Commercial Building,Hotel,Small,266.65,N/A,0,N/A,0,N/A,2015,Legislated,N/A,"8,140",0,0%,0,N/A,5,0
Commercial Building,Hotel,Large,270.09,N/A,0,N/A,0,N/A,2012,Platinum,New Building for Non-Residential buildings (version 3),"29,227",0,0%,0,N/A,7,0
Commercial Building,Retail,Small,136.27,N/A,0,N/A,0,N/A,1996,Gold,Existing Building for Non-Residential buildings (version 2.1),"5,659",0,0%,0,N/A,5,0
Commercial Building,Mixed Development,Omit,289.33,N/A,0,N/A,0,N/A,2013,Platinum,New Building for Non-Residential buildings (version 4.1),"94,046",0,0%,0,N/A,0,0
Commercial Building,Office,Omit,249.44,N/A,0,N/A,0,N/A,2013,GoldPlus,New Building for Non-Residential buildings (version 4),"75,269",0,0%,0,N/A,7,0
Commercial Building,Office,Omit,111.43,N/A,0,N/A,0,N/A,1988,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"54,211",0,0%,0,N/A,5,0
Commercial Building,Retail,Small,51.4,N/A,0,N/A,0,N/A,1996,Certified,Existing Non-Residental Buildings ENRB: 2017,"6,100",0,0%,0,N/A,4,0
Commercial Building,Office,Large,163.41,N/A,0,N/A,0,N/A,1995,Certified,Existing Non-Residental Buildings ENRB: 2017,"20,143",0,0%,0,N/A,4,0
Commercial Building,Office,Large,19.96,N/A,0,N/A,0,N/A,2013,Platinum,New Building for Non-Residential buildings (version 4),"25,510",0,0%,0,N/A,4,0
Commercial Building,Office,Omit,303.68,N/A,0,N/A,0,N/A,2006,Gold,New Building (version 1),"48,424",0,0%,0,N/A,7,0
Commercial Building,Retail,Large,441.97,N/A,0,N/A,0,N/A,1981,N/A,N/A,"29,413",0,0%,0,N/A,5,0
Commercial Building,Office,Large,116.38,N/A,0,N/A,0,N/A,1985,Platinum,Existing Building for Non-Residential buildings (version 3),"55,206",0,0%,0,N/A,2,0
Commercial Building,Office,Large,199.6,N/A,0,N/A,0,N/A,2001,N/A,N/A,"15,423",0,0%,0,N/A,14,0
Commercial Building,Office,Small,135.84,N/A,0,N/A,0,N/A,1999,N/A,N/A,"11,470",0,0%,0,N/A,1,0
Commercial Building,Office,Small,265.09,N/A,0,N/A,0,N/A,1998,N/A,N/A,"8,908",0,0%,0,N/A,2,0
Commercial Building,Office,Small,129.78,N/A,0,N/A,0,N/A,1999,N/A,N/A,"10,416",0,0%,0,N/A,1,0
Commercial Building,Office,Small,189.66,N/A,0,N/A,0,N/A,1999,N/A,N/A,"10,417",0,0%,0,N/A,1,0
Commercial Building,Hotel,Large,218.94,N/A,0,N/A,0,N/A,1985,Gold,Existing Building for Non-Residential buildings (version 2.1),"21,089",0,0%,0,N/A,15,0
Commercial Building,Office,Large,447.36,N/A,0,N/A,0,N/A,1988,Platinum,Existing Building for Non-Residential buildings (version 3),"17,284",0,0%,0,N/A,1,0
Commercial Building,Office,Large,298.43,N/A,0,N/A,0,N/A,1998,GoldPlus,Existing Building for Non-Residential buildings (version 3),"36,196",0,0%,0,N/A,4,0
Commercial Building,Hotel,Small,215.22,N/A,0,N/A,0,N/A,2011,Gold,Existing Building for Non-Residential buildings (version 2.1),"13,539",0,0%,0,N/A,8,0
Commercial Building,Retail,Small,248.72,N/A,0,N/A,0,N/A,1984,N/A,N/A,"6,188",0,0%,0,N/A,3,0
Commercial Building,Hotel,Large,187.05,N/A,0,N/A,0,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4.1),"25,200",0,0%,0,N/A,2,0
Commercial Building,Office,Large,177.1,N/A,0,N/A,0,N/A,2009,Gold,Existing Building for Non-Residential buildings (version 2.1),"24,089",0,0%,0,N/A,7,0
Commercial Building,Office,Large,277.19,N/A,0,N/A,0,N/A,1998,Certified,Existing Non-Residental Buildings ENRB: 2017,"32,629",0,0%,0,N/A,2,0
Commercial Building,Office,Small,752.78,N/A,0,N/A,0,N/A,1999,Certified,Existing Non-Residental Buildings ENRB: 2017,"14,695",0,0%,0,N/A,3,0
Commercial Building,Office,Large,100.6,N/A,0,N/A,0,N/A,2000,Certified,Existing Non-Residental Buildings ENRB: 2017,"18,122",0,0%,0,N/A,18,0
Commercial Building,Office,Large,85.46,N/A,0,N/A,0,N/A,2002,Gold,Existing Building for Non-Residential buildings (version 2.1),"19,225",0,0%,0,N/A,16,0
Commercial Building,Office,Large,129.1,N/A,0,N/A,0,N/A,2009,Gold,New Building for Non-Residential buildings (version 3),"32,504",0,0%,0,N/A,7,0
Commercial Building,Office,Large,199.87,N/A,0,N/A,0,N/A,2012,GoldPlus,New Building for Non-Residential buildings (version 3),"71,158",0,0%,0,N/A,4,0
Commercial Building,Office,Large,290.5,N/A,0,N/A,0,N/A,2009,N/A,N/A,"21,167",0,0%,0,N/A,9,0
Commercial Building,Office,Small,128.42,N/A,0,N/A,0,N/A,2014,Certified,Existing Non-Residental Buildings ENRB: 2017,"19,102",0,0%,0,N/A,8,0
Commercial Building,Office,Large,298.51,N/A,0,N/A,0,N/A,2008,Platinum,Existing Building for Non-Residential buildings (version 3),"38,774",0,0%,0,N/A,3,0
Commercial Building,Office,Small,282.8,N/A,0,N/A,0,N/A,1983,Platinum,New Building for Non-Residential buildings (version 3),"12,893",0,0%,0,N/A,7,0
Commercial Building,Office,Large,185.36,N/A,0,N/A,0,N/A,1997,N/A,N/A,"37,923",0,0%,0,N/A,4,0
Commercial Building,Office,Small,125.61,N/A,0,N/A,0,N/A,1985,Platinum,New Building for Non-Residential buildings (version 4.1),"7,669",0,0%,0,N/A,4,0
Commercial Building,Hotel,Large,276.97,N/A,0,N/A,0,N/A,1980,GoldPlus,Existing Building for Non-Residential buildings (version 3),"44,097",0,0%,0,N/A,8,0
Commercial Building,Hotel,Small,181.04,N/A,0,N/A,0,N/A,1971,N/A,N/A,"14,950",0,0%,0,N/A,5,0
Commercial Building,Retail,Omit,348.83,N/A,0,N/A,0,N/A,1996,Platinum,Existing Building for Non-Residential buildings (version 3),"48,234",0,0%,0,N/A,3,0
Commercial Building,Retail,Large,522.36,N/A,0,N/A,0,N/A,1996,Platinum,Existing Building for Non-Residential buildings (version 3),"22,076",0,0%,0,N/A,5,0
Commercial Building,Office,Large,280.22,N/A,0,N/A,0,N/A,2013,Gold,New Building for Non-Residential buildings (version 4),"33,363",0,0%,0,N/A,3,0
Commercial Building,Office,Large,159.77,N/A,0,N/A,0,N/A,1975,GoldPlus,Existing Building for Non-Residential buildings (version 3),"31,296",0,0%,0,N/A,1,0
Commercial Building,Office,Large,216.86,N/A,0,N/A,0,N/A,2001,Platinum,Existing Building for Non-Residential buildings (version 3),"1,06,793",0,0%,0,N/A,2,0
Commercial Building,Office,Large,82.2,N/A,0,N/A,0,N/A,2015,Platinum,New Building for Non-Residential buildings (version 4),"15,211",0,0%,0,N/A,5,0
Commercial Building,Office,Small,315.98,N/A,0,N/A,0,N/A,2001,N/A,N/A,"14,989",0,0%,0,N/A,17,0
Commercial Building,Hotel,Large,161.23,N/A,0,N/A,0,N/A,1985,GoldPlus,Existing Building for Non-Residential buildings (version 3),"31,033",0,0%,0,N/A,15,0
Commercial Building,Mixed Development,Large,191.56,N/A,0,N/A,0,N/A,1988,N/A,N/A,"23,500",0,0%,0,N/A,30,0
Commercial Building,Office,Large,151.24,N/A,0,N/A,0,N/A,1997,Gold,Existing Building for Non-Residential buildings (version 2.1),"15,724",0,0%,0,N/A,18,0
Commercial Building,Office,Large,326.89,N/A,0,N/A,0,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4),"1,29,726",0,0%,0,N/A,2,0
Commercial Building,Office,Small,62.69,N/A,0,N/A,0,N/A,2019,GoldPlus,Existing Building for Non-Residential buildings (version 3),"13,855",0,0%,0,N/A,7,0
Commercial Building,Office,Large,124.07,N/A,0,N/A,0,N/A,1999,Gold,Existing Non-Residental Buildings ENRB: 2017,"42,561",0,0%,0,N/A,1,0
Commercial Building,Retail,Small,303.6,N/A,0,N/A,0,N/A,1988,N/A,N/A,"6,154",0,0%,0,N/A,3,0
Commercial Building,Office,Large,184.6,N/A,0,N/A,0,N/A,2011,Platinum,Existing Building for Non-Residential buildings (version 3),"95,992",0,0%,0,N/A,8.75,0
Commercial Building,Office,Large,114.19,N/A,0,N/A,0,N/A,2019,Platinum,New Building for Non-Residential buildings (version 4.1),"1,03,444",0,0%,0,N/A,1,0
Commercial Building,Retail,Omit,147.53,N/A,0,N/A,0,N/A,1986,Certified,Existing Building for Non-Residential buildings (version 2.1),"4,52,045",0,0%,0,N/A,16,0
Commercial Building,Hotel,Small,327.08,N/A,0,N/A,0,N/A,2013,Legislated,N/A,"8,784",0,0%,0,N/A,7,0
Commercial Building,Hotel,Small,323.82,N/A,0,N/A,0,N/A,2015,N/A,N/A,"10,803",0,0%,0,N/A,10,0
Commercial Building,Mixed Development,Omit,193.93,N/A,0,N/A,0,N/A,1986,N/A,N/A,"44,615",0,0%,0,N/A,10,0
Commercial Building,Office,Small,800.18,N/A,0,N/A,0,N/A,1983,N/A,N/A,"12,135",0,0%,0,N/A,17,0
Commercial Building,Retail,Large,186.65,N/A,0,N/A,0,N/A,2016,N/A,N/A,"19,970",0,0%,0,N/A,2,0
Commercial Building,Office,Omit,482.91,N/A,0,N/A,0,N/A,2000,GoldPlus,Existing Building for Non-Residential buildings (version 3),"42,570",0,0%,0,N/A,2,0
Commercial Building,Office,Large,319.11,N/A,0,N/A,0,N/A,2001,Platinum,Existing Non-Residental Buildings ENRB: 2017,"99,091",0,0%,0,N/A,16,0
Commercial Building,Office,Small,58.33,N/A,0,N/A,0,N/A,1999,N/A,N/A,"7,386",0,0%,0,N/A,3,0
Commercial Building,Hotel,Large,228.78,N/A,0,N/A,0,N/A,1982,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"42,483",0,0%,0,N/A,16,0
Commercial Building,Office,Small,190.05,N/A,0,N/A,0,N/A,1998,Gold,Existing Building for Non-Residential buildings (version 3),"13,627",0,0%,0,N/A,1,0
Commercial Building,Office,Large,129.43,N/A,0,N/A,0,N/A,1992,Platinum,Existing Building for Non-Residential buildings (version 3),"22,368",0,0%,0,N/A,4,0
Commercial Building,Mixed Development,Large,187.74,N/A,0,N/A,0,N/A,1979,Gold,Existing Building for Non-Residential buildings (version 3),"19,209",0,0%,0,N/A,1,0
Commercial Building,Retail,Small,293.97,N/A,0,N/A,0,N/A,1993,N/A,N/A,"5,992",0,0%,0,N/A,20,0
Commercial Building,Office,Large,225.99,N/A,0,N/A,0,N/A,1993,Gold,Existing Building for Non-Residential buildings (version 3),"49,048",0,0%,0,N/A,0,0
Commercial Building,Office,Large,317.64,N/A,0,N/A,0,N/A,1975,Gold,Existing Building for Non-Residential buildings (version 3),"40,939",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,460.46,N/A,0,N/A,0,N/A,1995,GoldPlus,Existing Building for Non-Residential buildings (version 3),"47,065",0,0%,0,N/A,8,0
Commercial Building,Hotel,Large,159.73,N/A,0,N/A,0,N/A,1981,Platinum,Existing Building for Non-Residential buildings (version 3),"37,721",0,0%,0,N/A,6,0
